,icd9_code,icd10_code,rank,reason
2938,7142,M0560,1,"This code directly relates to rheumatoid arthritis with involvement of other organs and systems, aligning closely with the description of 'other rheumatoid arthritis with visceral or systemic involvement'."
2939,7142,M0530,2,"This code refers to rheumatoid heart disease but indicates unspecified site for the arthritis, making it less specific compared to M0560, which is more aligned with systemic involvement."
2940,7142,M061,3,"Adult-onset Still's disease is a distinct condition and does not directly relate to rheumatoid arthritis or its systemic involvement, making it the least relevant choice."
2941,71500,M150,1,"The term 'primary generalized (osteo)arthritis' closely matches the description of 'osteoarthrosis, generalized', indicating a specific type of generalized osteoarthritis."
2942,71500,M159,2,"While 'polyosteoarthritis, unspecified' indicates multiple joints are involved, it lacks the specificity of the generalized nature found in the ICD-9 description."
2943,71504,M151,1,"Heberden's nodes are a specific manifestation of osteoarthritis in the hand, making it more relevant to generalized osteoarthrosis of the hand."
2944,71504,M152,2,Bouchard's nodes are also associated with osteoarthritis of the hand but are less directly connected to the generalized aspect compared to Heberden's nodes.
2945,71589,M158,1,"This code captures 'Other polyosteoarthritis', which aligns closely with osteoarthrosis involving multiple sites as described in the ICD-9 code."
2946,71589,M153,2,"This code indicates 'Secondary multiple arthritis', which does not specifically refer to osteoarthrosis and may imply a different etiology, making it less relevant."
2947,71590,M1990,1,"Directly corresponds to unspecified osteoarthritis, matching the ICD-9 description closely."
2948,71590,M159,2,"Refers to polyosteoarthritis, which implies multiple joints but is still somewhat related to osteoarthritis."
2949,7171,M23219,1,"Directly describes derangement of anterior horn of medial meniscus due to old tear or injury, which aligns closely with the ICD-9 description."
2950,7171,M23319,2,"Describes other meniscus derangements of the anterior horn, but is less specific than M23219, as it does not indicate an old tear or injury."
2951,7172,M23229,1,Directly corresponds to derangement of posterior horn of medial meniscus with a specification of being due to old tear or injury.
2952,7172,M23329,2,Related to posterior horn meniscus derangements but lacks the specific context of being due to an old tear or injury.
2953,7173,M23239,1,"Specific to derangement of the medial meniscus due to old tear or injury, matching the concept of derangement."
2954,7173,M23305,2,"General term for other meniscus derangements specifically involving the medial meniscus, matching the diagnosis."
2955,7173,M23339,3,Also a general term for other meniscus derangements but less specific than M23305 as it refers to 'other medial meniscus'.
2956,71742,M23249,1,Direct match to the ICD-9 description with additional specification of cause (old tear or injury) but retains focus on the anterior horn of the lateral meniscus.
2957,71742,M23349,2,"Covers other meniscus derangements specifically in the anterior horn of the lateral meniscus, but is less specific than M23249."
2958,71743,M23259,1,direct match in description; specifies posterior horn of lateral meniscus
2959,71743,M23359,2,general match for posterior horn of lateral meniscus but less specific
2960,71817,M24073,1,"Directly corresponds to 'Loose body in unspecified ankle,' matching the primary site of the ICD-9 description."
2961,71817,M24076,2,"Refers to 'Loose body in unspecified toe joints,' which is related but less specific than the ankle involvement in the ICD-9 description."
2962,71827,M24373,1,"Directly corresponds to 'Pathological dislocation of unspecified ankle', which is part of the ICD-9 description."
2963,71827,M24376,2,"Corresponds to 'Pathological dislocation of unspecified foot', which is related but does not cover the ankle aspect."
2964,71837,M24473,1,Directly matches 'Recurrent dislocation' at the ankle joint.
2965,71837,M24476,2,"Directly matches 'Recurrent dislocation' at the foot, but not specifically the ankle."
2966,71847,M24573,1,"Directly corresponds to contracture of the ankle, matching the anatomical site of the ICD-9 description."
2967,71847,M24576,2,"Related to contracture but specifies the foot, which is part of the anatomical area mentioned in the ICD-9 description; however, it's less specific to the joint."
2968,71857,M24673,1,"Directly corresponds to ankylosis of the ankle, matching the site specified in the ICD-9 description."
2969,71857,M24676,2,"Corresponds to ankylosis of the foot, but does not specify which joint of the foot, making it less specific than M24673."
2970,71886,M238X9,1,"Other internal derangements of unspecified knee is closely related to 'other joint derangement' and is specific to the knee, aligning with the lower leg context."
2971,71886,M2350,2,"Chronic instability of knee, unspecified knee is related to knee issues but is more specific to instability rather than general joint derangement."
2972,71887,M24873,1,"Directly related to joint derangement of the ankle, matching the ICD-9 description."
2973,71887,M24876,2,"Related to joint derangement of the foot, but less specific than the ankle, which is the focus of the ICD-9 description."
2974,71907,M25473,1,"Directly corresponds to effusion of the ankle, matching the joint site specified in the ICD-9 code."
2975,71907,M25476,2,"Refers to effusion of the foot, which is part of the broader category of the foot and ankle but less specific than the ankle itself."
2976,71917,M25073,1,"Directly corresponds to hemarthrosis in the ankle, matching the body site and condition."
2977,71917,M25076,2,"Refers to hemarthrosis in the foot, which is part of the original description but is less specific than the ankle."
2978,71930,M1230,1,exact match in description and specificity for palindromic rheumatism
2979,71930,M1240,2,no_good_match
2980,71933,M12339,1,Direct match to palindromic rheumatism; wrist location aligns with forearm as both are upper limb.
2981,71933,M12439,2,Related to joint issues in the wrist but describes a different condition (hydrarthrosis).
2982,71936,M12369,1,"Direct match in condition (palindromic rheumatism) and related to knee, which aligns with lower leg involvement."
2983,71936,M12469,2,"Related condition (hydrarthrosis) but does not match the specific diagnosis of palindromic rheumatism; thus, less relevant."
2984,71939,M1239,1,Exact match in description and condition.
2985,71939,M1249,2,Related condition but not a direct match; describes a different type of joint issue.
2986,71944,M25541,1,"specificity and laterality match; pain in joints of right hand directly relates to pain in joint, hand"
2987,71944,M25542,2,"specificity and laterality match; pain in joints of left hand directly relates to pain in joint, hand"
2988,71944,M25549,3,"specificity match; pain in joints of unspecified hand relates to pain in joint, hand"
2989,71944,M79646,4,"related but less specific; pain in unspecified finger(s) does not directly correspond to pain in joint, hand"
2990,71957,M25673,1,"Stiffness of unspecified ankle, not elsewhere classified is a direct match to the ankle aspect of the ICD-9 description."
2991,71957,M25676,2,"Stiffness of unspecified foot, not elsewhere classified relates to the foot aspect but is less specific to the joint stiffness described in the ICD-9 code."
2992,71984,M25849,1,"This code directly corresponds to 'Other specified joint disorders' which aligns closely with the ICD-9 description of 'Other specified disorders of joint, hand'."
2993,71984,M25149,2,"Fistula is not directly related to joint disorders; hence, this code is a poor match."
2994,71985,M25859,1,"This code relates to other specified joint disorders, which aligns closely with the ICD-9 description of 'other specified disorders of joint' in the pelvic region and thigh."
2995,71985,M25159,2,"This code refers to a fistula in the unspecified hip, which is not directly related to joint disorders but rather a different condition affecting the hip area."
2996,71986,M25869,1,"Other specified joint disorders aligns closely with 'other specified disorders of joint, lower leg'."
2997,71986,M25169,2,"Fistula of the knee does not relate to disorders of the joint itself; hence, it is a poor match."
2998,71987,M25879,1,"This code directly corresponds to 'Other specified joint disorders' which aligns with the ICD-9 description of 'Other specified disorders of joint, ankle and foot'."
2999,71987,M25173,2,"While this code refers specifically to a fistula at the ankle, it does not directly match the broader category of 'other specified disorders'."
3000,71987,M25176,3,"Similar to M25173, this code refers specifically to a fistula at the foot, which is less relevant than M25879 for the general category of joint disorders."
3001,71989,M2580,1,"This code captures 'other specified joint disorders', which closely aligns with the ICD-9 description of 'other specified disorders of joint'."
3002,71989,M2510,2,"This code refers specifically to a fistula at an unspecified joint, which is a more specific condition that does not directly correspond to the general term 'other specified disorders of joint'."
3003,72210,M5126,1,"This code specifically addresses displacement of intervertebral discs in the lumbar region, aligning well with the ICD-9 description."
3004,72210,M5127,2,"While this code addresses displacement of intervertebral discs, it refers to the lumbosacral region, which is slightly broader than the lumbar region specified in the ICD-9 description."
3005,72211,M5124,1,Directly matches the description of 'displacement of thoracic intervertebral disc' without additional qualifiers.
3006,72211,M5125,2,"While it pertains to intervertebral disc displacement, it specifies the thoracolumbar region, which is not the same as the thoracic region."
3007,72231,M5144,1,Exact match in description and body site (thoracic region).
3008,72231,M5145,2,Related condition (Schmorl's nodes) but different body site (thoracolumbar region).
3009,72232,M5146,1,Exact match for 'Schmorl's nodes' in the lumbar region.
3010,72232,M5147,2,"Related condition ('Schmorl's nodes') but refers to the lumbosacral region, which is broader than lumbar."
3011,72251,M5135,1,Directly matches the description of degeneration of the thoracolumbar intervertebral disc.
3012,72251,M5134,2,"Related but refers specifically to the thoracic region, which is a subset of the thoracolumbar region."
3013,72252,M5137,1,Directly matches 'lumbosacral' aspect of the intervertebral disc degeneration.
3014,72252,M5136,2,Matches 'lumbar' aspect of the intervertebral disc degeneration but is less specific than M5137.
3015,7226,M5136,1,"Specific to lumbar region, which is a common site for intervertebral disc degeneration."
3016,7226,M5137,2,"Specific to lumbosacral region, closely related to lumbar degeneration."
3017,7226,M5135,3,"Specific to thoracolumbar region, relevant to intervertebral disc degeneration."
3018,7226,M5134,4,"Specific to thoracic region, which is less common than lumbar and lumbosacral."
3019,72272,M5104,1,"Exact match in terms of description, same region and condition."
3020,72272,M5105,2,Similar condition but refers to a different region (thoracolumbar instead of thoracic).
3021,72290,M519,1,"Directly relates to unspecified intervertebral disc disorder, matching the general description of the ICD-9 code."
3022,72290,M4640,2,Related to discitis but does not specifically match the unspecified disc disorder description as closely as M519.
3023,72291,M5080,1,"This code specifically refers to 'Other cervical disc disorders' which matches the description of 'Other and unspecified disc disorder, cervical region'."
3024,72291,M5090,2,"This code refers to 'Cervical disc disorder, unspecified', but it is less specific than M5080, making it a less ideal match."
3025,72292,M5184,1,"Directly matches the body site (thoracic region) and describes an intervertebral disc disorder, which is relevant to the original ICD-9 description."
3026,72292,M5185,2,"Describes an intervertebral disc disorder but specifies the thoracolumbar region, which is adjacent to the thoracic region, making it a close but less specific match."
3027,72292,M4645,3,"Describes discitis, which is a different condition than a disc disorder, and specifies the thoracolumbar region, making it less relevant to the original description."
3028,72293,M5186,1,"This code specifies 'Other intervertebral disc disorders' in the lumbar region, closely matching the description of 'Other and unspecified disc disorder' in the lumbar region."
3029,72293,M5187,2,This code specifies 'Other intervertebral disc disorders' but in the lumbosacral region. It is slightly less relevant due to the broader region but still pertains to disc disorders.
3030,72293,M4647,3,"This code refers to 'Discitis, unspecified, lumbosacral region', which is a different condition (inflammation of the disc) and does not match the original diagnosis of a disc disorder."
3031,7234,M5412,1,"Radiculopathy specifically relates to nerve root problems in the cervical region, which aligns with the description of brachial neuritis or radiculitis."
3032,7234,M5413,2,"Radiculopathy in the cervicothoracic region encompasses a broader area, but still relates to nerve root issues, making it a relevant but less specific match."
3033,7244,M5415,1,Directly corresponds to the thoracolumbar region which includes both thoracic and lumbar areas.
3034,7244,M5414,2,"Specifically addresses radiculopathy in the thoracic region, a part of the unspecified diagnosis."
3035,7244,M5416,3,"Refers to radiculopathy in the lumbar region, which is part of the broader unspecified diagnosis."
3036,7244,M5417,4,"Covers radiculopathy in the lumbosacral region, relevant but less specific than others."
3037,7245,M549,1,"Dorsalgia, unspecified is a direct match to backache unspecified, maintaining the generality and lack of specification."
3038,7245,M5489,2,Other dorsalgia is related but implies a specific type of back pain rather than the unspecified nature of backache.
3039,7246,M533,1,"directly addresses disorders of the sacrum, matching the site and general nature of the ICD-9 description."
3040,7246,M4328,2,"involves the sacral region, closely related to the sacrum but specifies fusion, which is a more specific intervention."
3041,7246,M4327,3,"involves the lumbosacral region, relates to spine disorders but focuses on fusion, which is less directly related to general disorders."
3042,7246,M532X7,4,"describes spinal instabilities in the lumbosacral region, which is relevant but less specific to the term 'disorders of sacrum' compared to others."
3043,7249,M539,1,"Directly corresponds to 'unspecified back disorders', indicating a broader category without specific detail."
3044,7249,M438X9,2,"While related to back disorders, it specifies deforming dorsopathies which may not encompass all unspecified back disorders."
3045,72610,M7550,1,Bursitis of unspecified shoulder directly relates to the disorders of bursae in the shoulder region.
3046,72610,M75100,2,Unspecified rotator cuff tear or rupture may involve tendon issues but is more specific and does not directly match the 'disorders of bursae and tendons'.
3047,7262,M7580,1,"Other shoulder lesions, unspecified shoulder - closely matches the general category of 'other affections' in the ICD-9 description."
3048,7262,M7530,2,"Calcific tendinitis of unspecified shoulder - while specific to calcific tendinitis, it falls under shoulder affections, but is more specific than 'other'."
3049,7262,M7540,3,"Impingement syndrome of unspecified shoulder - specific condition related to shoulder, but not as broad as 'other affections'."
3050,7265,M7060,1,Trochanteric bursitis is a condition related to the hip region and can be considered a type of enthesopathy.
3051,7265,M7070,2,"Other bursitis of the hip is related to inflammation in the hip region, aligning with enthesopathy."
3052,7265,M7610,3,"Psoas tendinitis affects the hip area and relates to enthesopathy, but is more specific to the psoas tendon."
3053,7265,M7620,4,"Iliac crest spur pertains to a bony growth rather than enthesopathy, making it less relevant."
3054,72670,M76899,1,"This code refers to enthesopathy in the lower limb, which is closely related to the original diagnosis of enthesopathy of the ankle and tarsus."
3055,72670,M7740,2,"While metatarsalgia pertains to foot pain, it does not directly correspond to enthesopathy of the ankle and tarsus, making it a less suitable match."
3056,7271,M21611,1,Specific match for bunion of right foot.
3057,7271,M21612,2,Specific match for bunion of left foot.
3058,7271,M21619,3,Specific match for bunion of unspecified foot.
3059,7271,M2010,4,"General match for hallux valgus, which includes bunion but lacks specificity."
3060,7271,M21621,5,Bunionette of right foot is a related condition but not a direct match for bunion.
3061,7271,M21622,6,Bunionette of left foot is a related condition but not a direct match for bunion.
3062,7271,M21629,7,Bunionette of unspecified foot is a related condition but not a direct match for bunion.
3063,72741,M67439,1,"specificity to wrist joint, commonly associated with ganglion cysts"
3064,72741,M67449,2,"specificity to hand joint, also associated with ganglion cysts"
3065,72741,M67419,3,"specificity to shoulder joint, related to ganglion cysts"
3066,72741,M67429,4,"specificity to elbow joint, related to ganglion cysts"
3067,72741,M67469,5,"specificity to knee joint, related to ganglion cysts"
3068,72741,M67459,6,"specificity to hip joint, related to ganglion cysts"
3069,72741,M67479,7,"specificity to ankle and foot joints, related to ganglion cysts"
3070,72742,M67439,1,Most specific match to tendon sheath location; wrist is a common site for ganglion cysts.
3071,72742,M67449,2,"Hand is a relevant site for ganglion cysts, though less specific than wrist."
3072,72742,M67419,3,Shoulder ganglion is a relevant site but less common than wrist or hand.
3073,72742,M67429,4,Elbow ganglion is relevant but less commonly associated with tendon sheaths.
3074,72742,M67469,5,Knee ganglion is relevant but not directly related to tendon sheaths.
3075,72742,M67459,6,Hip ganglion is less common and not directly associated with tendon sheaths.
3076,72742,M67479,7,Ankle and foot ganglion is the least relevant to tendon sheath location.
3077,72763,M66249,1,"More specific to the hand, which is a key detail in the ICD-9 description."
3078,72763,M66239,2,Less specific as it refers to the forearm rather than the hand; still related but not as precise.
3079,72764,M66349,1,"This code specifically addresses a spontaneous rupture of flexor tendons in the hand, aligning closely with the ICD-9 description of a nontraumatic rupture of flexor tendons of the hand."
3080,72764,M66339,2,"While this code pertains to the rupture of flexor tendons, it is specified for the forearm, which is less relevant than the hand in the context of the ICD-9 description."
3081,72782,M6520,1,Directly corresponds to 'Calcific tendinitis' which is related to calcium deposits in tendons.
3082,72782,M7140,2,"Related to 'Calcium deposit in bursa', but less specific than calcific tendinitis."
3083,72789,M6780,1,"This code specifically addresses other specified disorders of synovium and tendon, aligning closely with the ICD-9 description."
3084,72789,M6788,2,"This code also refers to other specified disorders of synovium and tendon, but specifies a different site, making it slightly less relevant."
3085,72789,M7180,3,"This code refers to other specified bursopathies which can be related to disorders of the bursa, a component of the synovium."
3086,72789,M6500,4,"While this code refers to an abscess of the tendon sheath, it is less relevant as it does not cover the broader category of disorders indicated in the ICD-9 description."
3087,72789,M7100,5,"This code is specific to abscess of bursa, which does not encompass the other types of disorders mentioned in the ICD-9 description."
3088,7279,M6790,1,Directly corresponds to 'unspecified disorder of synovium and tendon' which matches the ICD-9 description closely.
3089,7279,M719,2,Related to disorders of the bursa but lacks specificity to synovium or tendon.
3090,7283,M6289,1,Other specified disorders of muscle directly corresponds to the ICD-9 description of 'Other specific muscle disorders'.
3091,7283,M6284,2,"Sarcopenia is a specific muscle disorder, although it is more specialized than the general category in ICD-9."
3092,7283,M623,3,Immobility syndrome (paraplegic) is not directly related to the general category of muscle disorders and is more specific to a condition affecting mobility.
3093,72879,M724,1,"Pseudosarcomatous fibromatosis is a type of fibromatosis, which aligns closely with the description of 'Other fibromatoses of muscle, ligament, and fascia'."
3094,72879,M721,2,"Knuckle pads are not directly related to fibromatoses of muscle, ligament, and fascia, making it a less relevant match."
3095,72885,M62838,1,"Other muscle spasm is directly related to the concept of muscle spasms, providing a broader category that includes spasms."
3096,72885,M6240,2,"Contracture of muscle, unspecified site is related but specifies a contracture rather than a spasm, making it less directly relevant."
3097,7291,M609,1,"Directly corresponds to myositis, which is a key component of the ICD-9 description."
3098,7291,M791,2,"Myalgia is part of the ICD-9 description, making it a relevant match."
3099,7291,M797,3,Fibromyalgia relates to muscle pain but is more specific than the unspecified myalgia/myositis; hence it's a less direct match.
3100,7292,M792,1,"This code directly corresponds to the ICD-9 description, as it addresses neuralgia and neuritis, which are part of the conditions listed."
3101,7292,M5410,2,"While radiculopathy is related, it is a more specific condition than the unspecified neuralgia or neuritis mentioned in the ICD-9 description."
3102,73000,M8610,1,"Directly corresponds to acute osteomyelitis, maintaining unspecified site."
3103,73000,M8620,2,"Describes subacute osteomyelitis, which is a different temporal classification."
3104,73001,M86119,1,Directly corresponds to acute osteomyelitis in the shoulder region.
3105,73001,M86219,2,"Describes subacute osteomyelitis, which is a different temporal classification than acute; thus, it is a lesser match."
3106,73002,M86129,1,"synonymous diagnosis for acute osteomyelitis in the humerus, which is the upper arm bone"
3107,73002,M86229,2,"related diagnosis but specifies subacute osteomyelitis rather than acute, making it less specific to the provided ICD-9 code"
3108,73003,M86139,1,"This code represents acute osteomyelitis of the radius and ulna, which is synonymous with the ICD-9 description."
3109,73003,M86239,2,"This code represents subacute osteomyelitis, which is a different temporal classification than the acute osteomyelitis described in the ICD-9 code."
3110,73004,M86149,1,Matches the diagnosis of acute osteomyelitis specifically in the hand.
3111,73004,M86249,2,"Describes subacute osteomyelitis, which is not the same as acute, hence less specific."
3112,73005,M86159,1,Other acute osteomyelitis in the femur aligns with the acute nature of the condition in the pelvic region and thigh.
3113,73005,M86259,2,"Subacute osteomyelitis in the femur is less relevant as it describes a different temporal aspect of the disease, making it a poorer match."
3114,73006,M86169,1,"direct match to acute osteomyelitis, specifically refers to the lower leg (tibia and fibula)"
3115,73006,M86269,2,no_good_match
3116,73007,M86179,1,"This code refers to acute osteomyelitis specifically in the ankle and foot, which matches the ICD-9 description."
3117,73007,M86279,2,"This code refers to subacute osteomyelitis, which is a different temporal classification than the acute condition described in the ICD-9 code."
3118,73008,M8618,1,Directly matches the description of acute osteomyelitis at unspecified site.
3119,73008,M8628,2,"Describes subacute osteomyelitis, which is a different temporal classification from acute osteomyelitis."
3120,73009,M8619,1,Directly corresponds to acute osteomyelitis at multiple sites.
3121,73009,M8629,2,"Refers to subacute osteomyelitis at multiple sites, which is not acute and therefore less relevant."
3122,7324,M9250,1,"Directly corresponds to juvenile osteochondrosis of the tibia and fibula, which are part of the lower extremity."
3123,7324,M9240,2,"Corresponds to juvenile osteochondrosis of the patella, which is in the knee, a part of the lower extremity, but not as specific as the tibia and fibula."
3124,7325,M9270,1,"Directly corresponds to juvenile osteochondrosis of the metatarsus, which is a specific part of the foot."
3125,7325,M9260,2,"Refers to juvenile osteochondrosis of the tarsus, which is part of the ankle, but less specific to the foot compared to metatarsus."
3126,7328,M9380,1,This code directly corresponds to 'Other specified osteochondropathies' which aligns with the description of the ICD-9 code.
3127,7328,M4210,2,"While this code refers to osteochondrosis of the spine, it is a specific type of osteochondropathy, but less relevant than the first candidate."
3128,7328,M931,3,Kienbock's disease is a specific condition under osteochondropathy but does not match the broader category of 'other specified forms'.
3129,73313,M8008XA,1,Directly relates to age-related osteoporosis with current pathological fracture specifically in vertebrae.
3130,73313,M4850XA,2,"Describes a collapsed vertebra due to fracture, though less specific than M8008XA regarding the cause."
3131,73313,M8448XA,3,"Refers to a pathological fracture at other sites, which is less relevant than those specifically mentioning vertebrae."
3132,73313,M8468XA,4,Pathological fracture in other disease but does not specify vertebrae and is less relevant than others.
3133,73315,M84453A,1,"This code directly refers to a pathological fracture of the femur, aligning closely with the ICD-9 description."
3134,73315,M84750A,2,"This code refers to an atypical femoral fracture, which is less specific than the pathological fracture but still pertains to the femur."
3135,73319,M8448XA,1,Directly matches the description of a pathologic fracture at an unspecified site.
3136,73319,M84419A,2,"Specifically refers to the shoulder, which is a body site but is more specific than 'other specified site'."
3137,73319,M84479A,3,"Refers to the toe(s), which is a specific body site but also more specific than 'other specified site'."
3138,73329,M8560,1,"This code directly corresponds to a cyst of bone, matching the description of 'Other bone cyst'."
3139,73329,M8500,2,Fibrous dysplasia is a specific type of bone lesion and not a direct match for 'Other bone cyst'.
3140,73390,M899,1,"This code directly corresponds to a disorder of bone, aligning closely with the unspecified nature of the ICD-9 code."
3141,73390,M949,2,"This code pertains to a disorder of cartilage, which is relevant to the original description of a disorder of bone and cartilage."
3142,73390,M859,3,"While related to bone disorders, this code specifies bone density and structure, which is not directly aligned with the unspecified nature of the original ICD-9 code."
3143,73394,M84376A,1,"Directly corresponds to stress fracture of the metatarsals, which are part of the foot."
3144,73394,M84379A,2,"Refers to stress fractures in the toes, which are not the metatarsals but still in the foot; however, it is less specific."
3145,73395,M8438XA,1,"This code directly corresponds to a stress fracture of 'other site', making it the most relevant match."
3146,73395,M8430XA,2,"This code represents a stress fracture at an unspecified site, which is a broader category but still aligns with the general concept of a stress fracture."
3147,73395,M4840XA,3,"Although this code specifies a fatigue fracture of the vertebra, it is related to the concept of a fracture, but lacks the stress fracture specificity."
3148,73395,M4841XA,4,"This code is a fatigue fracture of a specific vertebral region, but still lacks the specificity of a stress fracture."
3149,73395,M4842XA,5,This code specifies a fatigue fracture in the cervical region but is still not a stress fracture.
3150,73395,M4843XA,6,"This code pertains to a fatigue fracture in the cervicothoracic region, lacking the stress fracture specificity."
3151,73395,M4844XA,7,"This code specifies a fatigue fracture of the thoracic vertebra, which is a different site than the stress fracture of 'other bone'."
3152,73395,M4845XA,8,"This code indicates a fatigue fracture in the thoracolumbar region, which is not related to a stress fracture."
3153,73395,M4846XA,9,This code is for a fatigue fracture in the lumbar region and does not pertain to a stress fracture.
3154,73395,M4847XA,10,"This code represents a fatigue fracture in the lumbosacral region, unrelated to stress fractures."
3155,73395,M4848XA,11,"This code specifies a fatigue fracture in the sacral region, not applicable to a stress fracture."
3156,73395,M84319A,12,"This code specifies a stress fracture in the shoulder, which is a specific site and does not align with 'other bone'."
3157,73395,M84329A,13,"This code pertains to a stress fracture in the humerus, which is not aligned with the broader 'other bone' classification."
3158,73395,M84339A,14,"This code is for a stress fracture in the ulna and radius, which is too specific compared to 'other bone'."
3159,73395,M84343A,15,"This code indicates a stress fracture in the hand, which does not match the broader classification of 'other bone'."
3160,73395,M84373A,16,"This code refers to a stress fracture in the ankle, which is not related to 'other bone' and is too specific."
3161,73399,M898X9,1,"This code specifically refers to 'Other specified disorders of bone', which closely aligns with the ICD-9 description of other disorders of bone and cartilage."
3162,73399,M948X9,2,"This code refers to 'Other specified disorders of cartilage', which is relevant to the cartilage aspect of the ICD-9 description, but less directly than M898X9."
3163,73399,M8930,3,"This code refers to 'Hypertrophy of bone, unspecified site', which is a more specific condition and does not cover the broader category of 'other disorders of bone and cartilage'."
3164,73681,M21759,1,Directly corresponds to 'unequal limb length (acquired)' with specification for the femur.
3165,73681,M21769,2,"Also corresponds to 'unequal limb length (acquired)' but specifies the tibia and fibula, making it less specific than the femur option."
3166,73689,M2180,1,More general category of acquired deformities that could apply to various parts of the limb.
3167,73689,M21969,2,"Specific to lower leg but is unspecified, making it less suitable compared to M2180."
3168,73710,M4000,1,"Directly corresponds to postural kyphosis, matching the acquired nature of the condition."
3169,73710,M40209,2,"While it indicates kyphosis, it is less specific as it does not specify the postural aspect."
3170,73739,M4180,1,"Specifically addresses 'other forms of scoliosis', which aligns well with 'Other kyphoscoliosis and scoliosis' in the ICD-9 description."
3171,73739,M419,2,"While it covers scoliosis, it is more general and does not specify the type, making it less specific than M4180."
3172,73743,M4150,1,"This code describes 'Other secondary scoliosis,' which aligns with the ICD-9 description of scoliosis associated with other conditions."
3173,73743,M4140,2,"This code refers to 'Neuromuscular scoliosis,' which is a specific type of scoliosis but does not directly relate to the broader category of 'other conditions' as described in the ICD-9 code."
3174,7384,M4310,1,"Directly corresponds to spondylolisthesis, matching the condition in the ICD-9 code."
3175,7384,M4300,2,"Related condition (spondylolysis) but not the same as spondylolisthesis; thus, it's a less specific match."
3176,7385,M9983,1,Both involve biomechanical lesions which can be considered deformities in the lumbar region.
3177,7385,M9984,2,"While this code relates to deformities, it is specific to the sacral region, making it less relevant than the lumbar region."
3178,74100,Q054,1,Unspecified spina bifida with hydrocephalus is a direct match to the ICD-9 description.
3179,74100,Q0703,2,"Arnold-Chiari syndrome with spina bifida and hydrocephalus includes spina bifida and hydrocephalus, but specifies Arnold-Chiari syndrome, making it less general."
3180,74100,Q0702,3,"Arnold-Chiari syndrome with hydrocephalus does not mention spina bifida, making it the least relevant match."
3181,74190,Q058,1,"This code specifically refers to sacral spina bifida without hydrocephalus, which is a subtype of spina bifida, aligning closely with the unspecified nature of the ICD-9 description."
3182,74190,Q0701,2,"Although this code includes spina bifida, it specifies Arnold-Chiari syndrome, which is a different condition and not directly related to the ICD-9 description of spina bifida without mention of hydrocephalus."
3183,7422,Q043,1,Other reduction deformities of brain - directly aligns with 'reduction deformities of brain' in the ICD-9 description.
3184,7422,Q041,2,"Arhinencephaly - a specific type of brain deformity, but more specific than 'reduction deformities' without directly matching the broader category."
3185,7422,Q042,3,"Holoprosencephaly - a specific condition related to brain malformations, but not directly related to 'reduction deformities'."
3186,7423,Q038,1,"direct match to congenital hydrocephalus, indicating it is a specific type of the condition."
3187,7423,Q030,2,"related to malformations that can cause hydrocephalus, but not specifically hydrocephalus itself."
3188,7423,Q031,3,"related to atresia that can lead to hydrocephalus, but does not directly represent the condition."
3189,7424,Q048,1,"directly matches the description of 'other specified congenital malformations of brain', aligning closely with the ICD-9 code."
3190,7424,Q046,2,"refers to 'congenital cerebral cysts', which are a specific type of congenital anomaly of the brain, but not as broad as 'other specified'."
3191,7424,Q045,3,"describes 'megalencephaly', a specific condition that is a type of congenital anomaly but does not encompass the broader category of 'other specified congenital anomalies of brain'."
3192,74259,Q068,1,"This code directly corresponds to 'Other specified congenital malformations of spinal cord', matching the description of the ICD-9 code."
3193,74259,Q061,2,"This code refers to 'Hypoplasia and dysplasia of spinal cord', which is a specific type of congenital anomaly, though not explicitly mentioned in the ICD-9 description."
3194,74259,Q063,3,"This code refers to 'Other congenital cauda equina malformations', which is a specific type of congenital anomaly related to the spinal cord but is more specific than the general category in the ICD-9 description."
3195,74259,Q060,4,"This code refers to 'Amyelia', which is a specific condition affecting the spinal cord but does not align closely with the general category of 'Other specified congenital anomalies of spinal cord' in the ICD-9 code."
3196,7428,Q078,1,"Directly corresponds to congenital malformations of the nervous system, matching the specificity and context of the ICD-9 code."
3197,7428,G901,2,"While related to the nervous system, it specifically refers to a hereditary condition rather than a congenital anomaly, making it less relevant."
3198,74336,Q124,1,"Spherophakia is a specific type of congenital lens anomaly that relates closely to lens shape, making it a direct match."
3199,74336,Q128,2,"Other congenital lens malformations encompass a broader range of conditions, including those related to lens shape, but are less specific than spherophakia."
3200,74346,Q132,1,"This code covers other congenital malformations of the iris, which aligns closely with the description of 'other specified congenital anomalies of iris and ciliary body'."
3201,74346,Q130,2,Coloboma of iris is a specific type of congenital anomaly but does not encompass the broader category of 'other specified anomalies'.
3202,74429,Q178,1,"This code captures other specified congenital malformations of the ear, aligning closely with 'Other specified anomalies of ear'."
3203,74429,Q173,2,"This code refers to other misshapen ear, which is a specific type of anomaly of the ear."
3204,74429,Q174,3,"This code refers to a misplaced ear, which is another specific anomaly of the ear."
3205,74429,Q175,4,"This code refers to a prominent ear, which is a specific type of ear anomaly, but less general than the specified anomalies."
3206,74519,Q203,1,"Discordant ventriculoarterial connection is a specific type of transposition of great vessels, aligning closely with the description of other transpositions."
3207,74519,Q208,2,"Other congenital malformations of cardiac chambers and connections may encompass a broader range of conditions, but it does not specifically refer to transposition of great vessels, making it less relevant."
