icd9_code,icd10_code,rank,reason
5183,0FQC7ZZ,1,"Sphincteroplasty involves modifying the sphincter, often via a natural opening like the mouth/endoscope. 'Via Natural or Artificial Opening' best represents this concept among the repair options, although 'Repair' isn't the ideal Root Operation. The Ampulla of Vater is closely related anatomically to the pancreatic sphincter."
5183,0FQC3ZZ,2,"Percutaneous approach is a possibility for accessing the sphincter area, although less common than endoscopic. 'Repair' is not the ideal Root Operation."
5183,0FQC4ZZ,3,"Percutaneous Endoscopic approach is a specific type of percutaneous approach, often used for sphincter procedures. 'Repair' is not the ideal Root Operation."
5183,0FQC0ZZ,4,Open approach is generally not used for sphincteroplasty. 'Repair' is not the ideal Root Operation.
5183,0FQC8ZZ,5,Endo is too vague and potentially overlaps with other approaches. 'Repair' is not the ideal Root Operation.
5187,0FHB8DZ,1,"This code directly maps 'Insertion of Intraluminal Device into Hepatobil Duct, Endo'. 'Hepatobil Duct' encompasses the bile duct system, and 'Insertion of Intraluminal Device' aligns with 'Endoscopic insertion of stent (tube)'. The 'Endo' approach matches the endoscopic nature."
5187,0FHB4DZ,2,"This code describes 'Insert Intralum Dev in Hepatobil Duct, Perc Endo'. While it involves insertion into the hepatobil duct (bile duct system) endoscopically, the 'Perc' (Percutaneous) approach is less precise than 'Endo' (Endoscopic) specified in the ICD-9 code, although it is still an endoscopic procedure. The root operation 'Insert' is appropriate."
5187,0F798DZ,3,"This code specifies 'Dilation of Common Bile Duct with Intraluminal Device, Endo'. While it involves the common bile duct and an intraluminal device endoscopically, the root operation is 'Dilation', not 'Insertion'. Stent insertion often involves dilation, but the primary action described in ICD-9 is insertion."
5187,0F758DZ,4,"This code specifies 'Dilation of Right Hepatic Duct with Intralum Dev, Endo'. It involves dilation and an intraluminal device endoscopically, but focuses on the Right Hepatic Duct, which is a specific part of the bile duct system, not the general bile duct as implied by ICD-9. The root operation is also 'Dilation'."
5187,0F768DZ,5,"This code specifies 'Dilation of Left Hepatic Duct with Intraluminal Device, Endo'. Similar to 0F758DZ, it involves dilation and an intraluminal device endoscopically but focuses on the Left Hepatic Duct, a specific part, and uses the 'Dilation' root operation."
5187,0F778DZ,6,"This code specifies 'Dilation of Common Hepatic Duct with Intralum Dev, Endo'. It involves dilation and an intraluminal device endoscopically, but focuses on the Common Hepatic Duct, a specific part, and uses the 'Dilation' root operation."
5187,0F788DZ,7,"This code specifies 'Dilation of Cystic Duct with Intraluminal Device, Endo'. It involves dilation and an intraluminal device endoscopically, but focuses on the Cystic Duct, which is distinct from the main bile duct system where stents are typically placed. The root operation is also 'Dilation'."
5188,0FC98ZZ,1,The ICD-9 description 'Endoscopic removal of stone(s) from biliary tract' directly maps to the Root Operation 'Extirpation of Matter' (removal) and the Body Part 'Common Bile Duct' (biliary tract). The approach 'Endo' matches the endoscopic nature.
5188,0FC58ZZ,2,"This code represents 'Extirpation of Matter' from the 'Right Hepatic Duct', which is part of the biliary tract. While less specific than the Common Bile Duct, it's a plausible location for stone removal."
5188,0FC68ZZ,3,"This code represents 'Extirpation of Matter' from the 'Left Hepatic Duct', also part of the biliary tract. Similar to the Right Hepatic Duct, it's a possible location."
5188,0FC78ZZ,4,"This code represents 'Extirpation of Matter' from the 'Common Hepatic Duct', another part of the biliary tract. A possible location."
5188,0FC88ZZ,5,"This code represents 'Extirpation of Matter' from the 'Cystic Duct', which is part of the biliary tract. A possible location."
5188,0FCC8ZZ,6,"This code represents 'Extirpation of Matter' from the 'Ampulla of Vater', the junction point of the common bile duct and pancreatic duct, often involved in biliary issues. A possible location."
5188,0FF98ZZ,7,"This code represents 'Fragmentation' (breaking up) in the 'Common Bile Duct'. While the ICD-9 specifies 'removal', fragmentation is a related procedure often performed endoscopically for stones. It's less direct than extirpation but semantically related."
5188,0FF58ZZ,8,"This code represents 'Fragmentation' in the 'Right Hepatic Duct'. Similar reasoning to 0FF98ZZ, but less likely to be the primary site compared to the common bile duct."
5188,0FF68ZZ,9,This code represents 'Fragmentation' in the 'Left Hepatic Duct'. Similar reasoning to 0FF98ZZ.
5188,0FF78ZZ,10,This code represents 'Fragmentation' in the 'Common Hepatic Duct'. Similar reasoning to 0FF98ZZ.
5188,0FF88ZZ,11,This code represents 'Fragmentation' in the 'Cystic Duct'. Similar reasoning to 0FF98ZZ.
5188,0FFC8ZZ,12,This code represents 'Fragmentation' in the 'Ampulla of Vater'. Similar reasoning to 0FF98ZZ.
5188,0FF48ZZ,13,"This code represents 'Fragmentation' in the 'Gallbladder'. While stones can be in the gallbladder, the ICD-9 specifies 'biliary tract', which usually implies ducts rather than the gallbladder itself. This is the least likely match among the fragmentation codes."
5201,0F9G00Z,1,The root operation 'Drainage' matches. The body part 'Pancreas' is semantically close to 'pancreatic cyst' (a structure within the pancreas). The device 'Drainage Device' matches 'catheter'. The approach 'Open' is a plausible default if unspecified.
5201,0F9G40Z,2,The root operation 'Drainage' matches. The body part 'Pancreas' is semantically close to 'pancreatic cyst'. The device 'Drainage Device' matches 'catheter'. The approach 'Perc Endo' is a plausible alternative to 'Open'.
5201,0F9G80Z,3,The root operation 'Drainage' matches. The body part 'Pancreas' is semantically close to 'pancreatic cyst'. The device 'Drainage Device' matches 'catheter'. The approach 'Endo' is a plausible alternative to 'Open' or 'Perc Endo'.
5201,0F9D00Z,4,"The root operation 'Drainage' matches. The body part 'Pancreatic Duct' is related to the pancreas, but less specific than 'Pancreas' for a cyst. The device 'Drain Dev' matches 'catheter'. The approach 'Open' is a plausible default."
5201,0F9D40Z,5,"The root operation 'Drainage' matches. The body part 'Pancreatic Duct' is related to the pancreas, but less specific than 'Pancreas' for a cyst. The device 'Drain Dev' matches 'catheter'. The approach 'Perc Endo' is a plausible alternative."
5201,0F9D70Z,6,"The root operation 'Drainage' matches. The body part 'Pancreatic Duct' is related to the pancreas, but less specific than 'Pancreas' for a cyst. The device 'Drain Dev' matches 'catheter'. The approach 'Via Opening' is less specific than 'Open' or 'Perc Endo'."
5211,0F9G3ZX,1,"The ICD-9 code describes a percutaneous needle biopsy, which is a form of aspiration for diagnostic purposes. The ICD-10 code 'Drainage of Pancreas, Percutaneous Approach, Diagnostic' (0F9G3ZX) shares the percutaneous approach and diagnostic intent. While 'Drainage' is not identical to 'biopsy/aspiration', aspiration is a method of drainage, making this the closest semantic match among the candidates, especially considering the percutaneous approach."
5211,0F9G4ZX,2,"This code involves 'Drainage of Pancreas' and 'Diagnostic', similar to 0F9G3ZX. However, it uses a 'Percutaneous Endoscopic Approach', which is not explicitly mentioned in the ICD-9 code ('percutaneous' is present, but 'endoscopic' is not). It's less specific than 0F9G3ZX regarding the approach."
5211,0F9G8ZX,3,"This code involves 'Drainage of Pancreas' and 'Diagnostic', similar to 0F9G3ZX and 0F9G4ZX. It uses an 'Endoscopic Approach', which is not mentioned in the ICD-9 code. The ICD-9 specifies 'percutaneous', making this a less suitable match."
5211,0FBG3ZX,4,"This code involves 'Excision of Pancreas' and a 'Percutaneous Approach', similar to the ICD-9 approach. However, 'Excision' is significantly different from 'biopsy/aspiration'. Biopsy is a diagnostic procedure, while excision is typically therapeutic or for definitive diagnosis via removal, not just sampling."
5211,0FBG4ZX,5,This code involves 'Excision of Pancreas' and a 'Percutaneous Endoscopic Approach'. It shares the 'Percutaneous' aspect but includes 'Endoscopic' (not in ICD-9) and uses 'Excision' (semantically different from 'biopsy/aspiration').
5211,0FBG8ZX,6,This code involves 'Excision of Pancreas' and an 'Endoscopic Approach'. It uses 'Excision' (semantically different from 'biopsy/aspiration') and an 'Endoscopic Approach' (not specified in ICD-9).
5212,0FBG0ZX,1,"The root operation 'Excision' is semantically closer to 'biopsy' than 'Drainage'. Biopsy involves removing tissue for examination, which aligns with excision. Both codes share the 'Open Approach' and 'Pancreas' body part, and the 'Diagnostic' qualifier is appropriate for a biopsy."
5212,0F9G0ZX,2,"The root operation 'Drainage' is less semantically related to 'biopsy' than 'Excision'. While biopsy involves tissue removal, drainage typically refers to removing fluid collections. However, both codes share the 'Open Approach', 'Pancreas' body part, and 'Diagnostic' qualifier."
5213,BF180ZZ,1,"Endoscopic retrograde pancreatography (ERP) involves fluoroscopy of the pancreatic ducts. While the ICD-9 code doesn't specify contrast type, this code captures the core procedure (fluoroscopy of pancreatic ducts)."
5213,BF181ZZ,2,"Similar to BF180ZZ, this code represents fluoroscopy of the pancreatic ducts, a key component of ERP. The distinction lies in the contrast type, which isn't specified in the ICD-9 code, making it a plausible but less direct match than BF180ZZ."
5213,BF18YZZ,3,"This code also describes fluoroscopy of the pancreatic ducts. The 'Other Contrast' qualifier makes it a less specific match than the codes specifying osmolar contrast types, but it still aligns with the core procedure described in the ICD-9 code."
5214,0FBD8ZX,1,"The ICD-9 code describes a 'biopsy', which involves obtaining a tissue sample. In ICD-10-PCS, 'Excision' (0FBD) is the most semantically similar root operation to 'biopsy' among the candidates, as both involve removing tissue. The 'Endo' approach (8) aligns with the '[endoscopic]' modifier in the ICD-9 code. The body part 'Pancreatic Duct' (0FBD) matches exactly. The qualifier 'Diagn' (Z) correctly reflects the diagnostic nature of the biopsy."
5214,0FBD4ZX,2,"Similar to 0FBD8ZX, 'Excision' (0FBD) is the best root operation match for 'biopsy'. The 'Perc Endo Approach' (4) is a plausible interpretation of '[endoscopic]' in the ICD-9 code, though 'Endo' (8) is more direct. The body part and qualifier match."
5214,0FBD7ZX,3,"Again, 'Excision' (0FBD) is the best root operation match. The 'Via Opening' approach (7) is less specific than 'Endo' or 'Perc Endo' but could potentially encompass an endoscopic procedure. Body part and qualifier match."
5214,0FBD3ZX,4,'Excision' (0FBD) is the best root operation match. The 'Percutaneous Approach' (3) does not align well with the '[endoscopic]' modifier in the ICD-9 code.
5214,0F9D8ZX,5,"The 'Drainage' (0F9D) root operation is semantically distinct from 'biopsy' (tissue removal). While a biopsy might involve some drainage, the primary action described is tissue sampling, not drainage. The 'Endo' approach (8) matches the endoscopic modifier. Body part and qualifier match."
5214,0F9D4ZX,6,"Similar to 0F9D8ZX, 'Drainage' (0F9D) is not the best root operation match for 'biopsy'. The 'Perc Endo Approach' (4) is a plausible interpretation of '[endoscopic]'. Body part and qualifier match."
5214,0F9D7ZX,7,"Similar to 0F9D8ZX, 'Drainage' (0F9D) is not the best root operation match. The 'Via Opening' approach (7) is less specific. Body part and qualifier match."
5214,0F9D3ZX,8,"Similar to 0F9D8ZX, 'Drainage' (0F9D) is not the best root operation match. The 'Percutaneous Approach' (3) does not align well with the '[endoscopic]' modifier."
5221,0F5D8ZZ,1,"ICD-9 mentions both 'excision' and 'destruction'. This code captures the 'destruction' aspect, which is a direct root operation match. The approach (Endo) and body part (Pancreatic Duct) are also accurate."
5221,0FBD8ZZ,2,"ICD-9 mentions both 'excision' and 'destruction'. This code captures the 'excision' aspect, which is a direct root operation match. The approach (Endo) and body part (Pancreatic Duct) are also accurate."
5222,0F5D0ZZ,1,Matches 'destruction of pancreatic duct' and 'open approach' implied by the lack of qualifier in the ICD-9 code. Root operation 'Destruction' is a direct match.
5222,0F5D3ZZ,2,Matches 'destruction of pancreatic duct' and 'percutaneous approach'. Root operation 'Destruction' is a direct match.
5222,0F5D7ZZ,3,Matches 'destruction of pancreatic duct' and 'via opening approach'. Root operation 'Destruction' is a direct match.
5222,0FBD0ZZ,4,Matches 'excision of pancreatic duct' and 'open approach'. Root operation 'Excision' is a reasonable match for 'excision or destruction'.
5222,0FBD3ZZ,5,Matches 'excision of pancreatic duct' and 'percutaneous approach'. Root operation 'Excision' is a reasonable match for 'excision or destruction'.
5222,0FBD7ZZ,6,Matches 'excision of pancreatic duct' and 'via opening approach'. Root operation 'Excision' is a reasonable match for 'excision or destruction'.
5222,0F5G0ZZ,7,"Matches 'destruction of pancreas' and 'open approach'. While the ICD-9 specifies 'pancreas or pancreatic duct', destruction of the pancreas itself is a possible interpretation."
5222,0F5G3ZZ,8,"Matches 'destruction of pancreas' and 'percutaneous approach'. While the ICD-9 specifies 'pancreas or pancreatic duct', destruction of the pancreas itself is a possible interpretation."
5222,0FBG0ZZ,9,"Matches 'excision of pancreas' and 'open approach'. While the ICD-9 specifies 'pancreas or pancreatic duct', excision of the pancreas itself is a possible interpretation. Root operation 'Excision' is a reasonable match for 'excision or destruction'."
5222,0FBG3ZZ,10,"Matches 'excision of pancreas' and 'percutaneous approach'. While the ICD-9 specifies 'pancreas or pancreatic duct', excision of the pancreas itself is a possible interpretation. Root operation 'Excision' is a reasonable match for 'excision or destruction'."
5222,0FTD0ZZ,11,"Matches 'resection of pancreatic duct' and 'open approach'. 'Resection' is a type of 'Excision', which is a reasonable match for 'excision or destruction'."
5222,0FTD7ZZ,12,"Matches 'resection of pancreatic duct' and 'via opening approach'. 'Resection' is a type of 'Excision', which is a reasonable match for 'excision or destruction'."
524,0F1D0Z3,1,"This code represents 'Bypass Pancreatic Duct to Duodenum, Open Approach'. While the ICD-9 code describes 'Internal drainage', a bypass procedure conceptually achieves drainage by creating a new pathway. The 'Pancreatic Duct' and 'Duodenum' align well with the ICD-9 description. The 'Open Approach' is a plausible method for internal drainage, although not specified in ICD-9. It is a better semantic match than codes involving a 'Small Intestine' target or those with 'Intraluminal Device' or 'Percutaneous Endoscopic' approaches, which are not implied by the ICD-9 description."
524,0F1D0ZB,2,"This code represents 'Bypass Pancreatic Duct to Small Intestine, Open Approach'. Similar to 0F1D0Z3, it describes a bypass procedure which can achieve drainage. The 'Pancreatic Duct' aligns. However, draining to the 'Small Intestine' is less common/direct than draining to the 'Duodenum', making it slightly less likely than 0F1D0Z3 based solely on the ICD-9 description."
524,0F1D4Z3,3,"This code represents 'Bypass Pancreatic Duct to Duodenum, Perc Endo Approach'. It shares the 'Pancreatic Duct' and 'Duodenum' alignment with 0F1D0Z3. However, the 'Percutaneous Endoscopic' approach is a specific method not implied by the general 'Internal drainage' in ICD-9. It's less likely than an 'Open Approach' based on the limited ICD-9 information."
524,0F1D4ZB,4,"This code represents 'Bypass Pancreatic Duct to Sm Int, Perc Endo Approach'. Similar to 0F1D4Z3, it involves a bypass to the 'Small Intestine' (less likely target than Duodenum) and a 'Percutaneous Endoscopic' approach (specific method not implied by ICD-9)."
524,0F1D0D3,5,"This code represents 'Bypass Pancreat Duct to Duoden w Intralum Dev, Open'. The 'Bypass', 'Pancreatic Duct', 'Duodenum', and 'Open' aspects align with previous codes. However, the addition of an 'Intraluminal Device' is a specific detail not mentioned in the ICD-9 description, making it less likely than codes without this qualifier."
524,0F1D0DB,6,"This code represents 'Bypass Pancreat Duct to Sm Int w Intralum Dev, Open'. Similar to 0F1D0D3, it involves an 'Intraluminal Device' which is not implied by the ICD-9 description. Additionally, the target is the 'Small Intestine', which is less likely than the 'Duodenum'."
524,0F1D4D3,7,"This code represents 'Bypass Pancreat Duct to Duoden w Intralum Dev, Perc Endo'. It combines the less likely 'Intraluminal Device' qualifier and the 'Percutaneous Endoscopic' approach, both of which are specific details not implied by the general ICD-9 description."
524,0F1D4DB,8,"This code represents 'Bypass Pancreat Duct to Sm Int w Intralum Dev, Perc Endo'. This code combines the least likely elements: 'Small Intestine' target, 'Intraluminal Device', and 'Percutaneous Endoscopic' approach, all of which are specific details not implied by the general ICD-9 description."
5252,0FBG0ZZ,1,The root operation 'Excision' matches the ICD-9 procedure 'Distal pancreatectomy'. The body part 'Pancreas' matches. The approach 'Open' is a plausible default if not otherwise specified in the ICD-9 code.
5252,0FBG3ZZ,2,"The root operation 'Excision' matches the ICD-9 procedure 'Distal pancreatectomy'. The body part 'Pancreas' matches. The approach 'Percutaneous' is a possible approach for pancreatic surgery, although less common than open or laparoscopic for distal pancreatectomy."
5252,0FBG4ZZ,3,"The root operation 'Excision' matches the ICD-9 procedure 'Distal pancreatectomy'. The body part 'Pancreas' matches. The approach 'Percutaneous Endoscopic' is a possible approach for pancreatic surgery, although less common than open or laparoscopic for distal pancreatectomy."
5252,0FBG8ZZ,4,"The root operation 'Excision' matches the ICD-9 procedure 'Distal pancreatectomy'. The body part 'Pancreas' matches. The approach 'Endo' (Endoscopic) is a possible approach for pancreatic surgery, although less common than open or laparoscopic for distal pancreatectomy."
5253,0FBG0ZZ,1,Matches 'Excision' (Radical implies excision) and 'Pancreas'. 'Subtotal' is not explicitly coded but 'Excision of Pancreas' is the closest root operation/body part combination. 'Open' approach is the default/most common for radical surgery when unspecified.
5253,0FBG8ZZ,2,"Matches 'Excision' and 'Pancreas'. 'Endo' approach is less likely for a 'Radical' procedure than 'Open', but is a possible approach."
5253,0FBG3ZZ,3,Matches 'Excision' and 'Pancreas'. 'Percutaneous' approach is highly unlikely for a 'Radical subtotal pancreatectomy'.
5253,0FBG4ZZ,4,Matches 'Excision' and 'Pancreas'. 'Percutaneous Endoscopic' approach is highly unlikely for a 'Radical subtotal pancreatectomy'.
5259,0FBG0ZZ,1,"Matches the root operation 'Excision' and body part 'Pancreas'. The ICD-9 code specifies 'partial pancreatectomy', which is a type of excision. The 'Open Approach' is a plausible, though not explicitly stated, approach for such a procedure."
5259,0FBG3ZZ,2,"Matches the root operation 'Excision' and body part 'Pancreas'. 'Percutaneous Approach' is a possible approach for partial pancreatectomy, though less common than open."
5259,0FBG4ZZ,3,"Matches the root operation 'Excision' and body part 'Pancreas'. 'Percutaneous Endoscopic Approach' is a specific type of minimally invasive approach, which could potentially be used for a partial pancreatectomy."
5259,0FBG8ZZ,4,"Matches the root operation 'Excision' and body part 'Pancreas'. 'Endo' approach is listed but is incomplete/unclear in the provided code string, making it less specific than the others."
5280,0FYG0Z0,1,The ICD-9 description 'Pancreatic transplant' directly corresponds to the root operation 'Transplantation' and the body part 'Pancreas' in the ICD-10 code. The 'Allogeneic' qualifier is the most common type of transplant and is a reasonable default assumption when not otherwise specified in the ICD-9 code.
5280,0FYG0Z1,2,"This code also correctly identifies the 'Transplantation' of the 'Pancreas'. However, 'Syngeneic' (transplant from a non-identical twin) is a less common type of transplant than 'Allogeneic', making it a less likely match for an unspecified transplant."
5280,0FYG0Z2,3,"This code correctly identifies the 'Transplantation' of the 'Pancreas'. However, 'Zooplastic' (transplant from an animal) is a highly specialized and rare type of transplant, making it the least likely match for an unspecified transplant."
5281,0FSG0ZZ,1,"The root operation 'Reposition' is the closest semantic match to 'Reimplantation' (which implies repositioning tissue). The body part 'Pancreas' matches. The 'Open Approach' is a plausible general approach for pancreatic surgery, although the ICD-9 code doesn't specify an approach."
5281,0FSG4ZZ,2,"Similar to 0FSG0ZZ, 'Reposition' is semantically close to 'Reimplantation'. The body part 'Pancreas' matches. However, the 'Percutaneous Endoscopic Approach' is a more specific approach than implied by the ICD-9 code and less likely than an open approach for reimplantation."
5282,0FYG0Z0,1,"Homotransplant implies an allogeneic transplant (from a different individual of the same species). The root operation is Transplantation, the body part is Pancreas, and the approach is Open (default for transplantation unless otherwise specified). This code accurately reflects the semantic meaning of the ICD-9 code."
5282,0FYG0Z1,2,"Syngeneic transplant means from a genetically identical individual (e.g., identical twin). While technically a type of transplant, 'homotransplant' typically refers to allogeneic transplantation from a non-identical donor of the same species. Therefore, this is less semantically accurate than 0FYG0Z0."
5292,0FHD0DZ,1,"The root operation 'Insertion' closely matches the concept of 'Cannulation' (placing a tube/cannula). The body part 'Pancreat Duct' is a direct match. The approach 'Open' is a possible, though less common, method for cannulation."
5292,0FHD3DZ,2,"Similar to 0FHD0DZ, 'Insertion' matches 'Cannulation'. The body part 'Pancreat Duct' is a direct match. The 'Perc Approach' is a common method for cannulation."
5292,0FHD7DZ,3,"Similar to 0FHD0DZ, 'Insertion' matches 'Cannulation'. The body part 'Pancreat Duct' is a direct match. The 'Via Opening' approach is another possible method."
5292,0F7D0DZ,4,"The root operation 'Dilation' is related to cannulation, as cannulation might be done to facilitate dilation, but it's not the primary action. The body part 'Pancreatic Duct' matches. 'Open Approach' is possible."
5292,0F7D3DZ,5,"Similar to 0F7D0DZ, 'Dilation' is related but not the primary action of cannulation. The body part 'Pancreatic Duct' matches. 'Perc Approach' is common."
5292,0F7D7DZ,6,"Similar to 0F7D0DZ, 'Dilation' is related but not the primary action of cannulation. The body part 'Pancreatic Duct' matches. 'Via Opening' approach is possible."
5292,0FUD37Z,7,"The root operation 'Supplement' does not match 'Cannulation'. The body part 'Pancreatic Duct' matches, but the overall procedure is different."
5292,0FUD47Z,8,"The root operation 'Supplement' does not match 'Cannulation'. The body part 'Pancreatic Duct' matches, but the overall procedure is different. 'Perc Endo Approach' is specific."
5292,0FUD87Z,9,"The root operation 'Supplement' does not match 'Cannulation'. The body part 'Pancreatic Duct' matches, but the overall procedure is different. 'Endo' approach is specific."
5293,0FHD8DZ,1,Root operation 'Insertion' matches the ICD-9 description 'insertion'. 'Intraluminal Device' matches 'stent (tube)'. 'Pancreatic Duct' matches 'pancreatic duct'. 'Endo' approach matches the endoscopic nature.
5293,0FHD4DZ,2,Root operation 'Insertion' matches the ICD-9 description 'insertion'. 'Intraluminal Device' matches 'stent (tube)'. 'Pancreatic Duct' matches 'pancreatic duct'. 'Perc Endo' approach is less specific than 'Endo' but still plausible for endoscopic insertion.
5293,0F7D8DZ,3,"Root operation 'Dilation' is less accurate than 'Insertion' for placing a stent, although stents can sometimes be placed during dilation. 'Intraluminal Device' matches 'stent (tube)'. 'Pancreatic Duct' matches 'pancreatic duct'. 'Endo' approach matches the endoscopic nature."
5293,0F7D4DZ,4,"Root operation 'Dilation' is less accurate than 'Insertion' for placing a stent, although stents can sometimes be placed during dilation. 'Intraluminal Device' matches 'stent (tube)'. 'Pancreatic Duct' matches 'pancreatic duct'. 'Perc Endo' approach is less specific than 'Endo' but still plausible for endoscopic insertion."
5294,0FCD4ZZ,1,Best match. 'Extirpation of Matter' aligns with 'removal of stone(s)'. 'Pancreat Duct' matches 'pancreatic duct'. 'Perc Endo Approach' reflects the 'Endoscopic' nature of the procedure.
5294,0FCD3ZZ,2,"Good match. 'Extirpation of Matter' aligns with 'removal of stone(s)'. 'Pancreatic Duct' matches 'pancreatic duct'. 'Perc Approach' is partially correct, but less specific than 'Perc Endo Approach' for an endoscopic procedure."
5294,0FCD8ZZ,3,Acceptable match. 'Extirpation of Matter' aligns with 'removal of stone(s)'. 'Pancreatic Duct' matches 'pancreatic duct'. 'Endo' approach is correct but less specific than 'Perc Endo Approach'.
5299,0F7D0ZZ,1,"The ICD-9 code 'Other operations on pancreas' is vague. However, dilation is a plausible procedure on the pancreas. The Open Approach is a valid approach."
5299,0F7D3ZZ,2,"The ICD-9 code 'Other operations on pancreas' is vague. However, dilation is a plausible procedure on the pancreas. The Percutaneous Approach is a valid approach."
5299,0FQD0ZZ,3,The ICD-9 code 'Other operations on pancreas' is vague. Repair of the pancreatic duct is a plausible procedure on the pancreas. The Open Approach is a valid approach.
5299,0FQD3ZZ,4,The ICD-9 code 'Other operations on pancreas' is vague. Repair of the pancreatic duct is a plausible procedure on the pancreas. The Percutaneous Approach is a valid approach.
5299,0FQD4ZZ,5,The ICD-9 code 'Other operations on pancreas' is vague. Repair of the pancreatic duct is a plausible procedure on the pancreas. The Percutaneous Endoscopic Approach is a valid approach.
5299,0FQD7ZZ,6,The ICD-9 code 'Other operations on pancreas' is vague. Repair of the pancreatic duct is a plausible procedure on the pancreas. The Via Natural or Artificial Opening approach is a valid approach.
5299,0FQD8ZZ,7,The ICD-9 code 'Other operations on pancreas' is vague. Repair of the pancreatic duct is a plausible procedure on the pancreas. The Endo approach is a valid approach.
5300,0YQ50ZZ,1,"Matches 'Repair' (root operation), 'Inguinal Region' (body part), and 'Open Approach' (approach). The ICD-9 code doesn't specify laterality, so this code representing the right side is a plausible interpretation, though not definitive."
5300,0YQ60ZZ,2,"Matches 'Repair' (root operation), 'Inguinal Region' (body part), and 'Open Approach' (approach). Similar to 0YQ50ZZ, this represents the left side, which is also a plausible interpretation given the lack of laterality in the ICD-9 code."
5300,0YQ53ZZ,3,"Matches 'Repair' (root operation) and 'Inguinal Region' (body part). The 'Percutaneous Approach' is a possible method for hernia repair, although 'Open Approach' is more common and implied by the lack of specification in ICD-9. Represents the right side."
5300,0YQ63ZZ,4,Matches 'Repair' (root operation) and 'Inguinal Region' (body part). The 'Percutaneous Approach' is a possible method for hernia repair. Represents the left side.
5300,0YQ54ZZ,5,Matches 'Repair' (root operation) and 'Inguinal Region' (body part). The 'Perc Endo Approach' is a possible method for hernia repair. Represents the right side.
5300,0YQ64ZZ,6,Matches 'Repair' (root operation) and 'Inguinal Region' (body part). The 'Perc Endo Approach' is a possible method for hernia repair. Represents the left side.
5301,0YQ50ZZ,1,"Matches 'repair' (root operation) and 'inguinal hernia' (body part). The ICD-9 description specifies 'open repair', which aligns with the 'Open Approach' in this code. The 'Other' in the ICD-9 description is captured by the general 'Repair' root operation in ICD-10-PCS."
5301,0YQ60ZZ,2,"Matches 'repair' (root operation) and 'inguinal hernia' (body part). The ICD-9 description specifies 'open repair', which aligns with the 'Open Approach' in this code. The 'Other' in the ICD-9 description is captured by the general 'Repair' root operation in ICD-10-PCS. However, the ICD-9 code does not specify laterality (left/right), while this code specifies 'Left'."
5301,0YQ53ZZ,3,"Matches 'repair' (root operation) and 'inguinal hernia' (body part). However, the ICD-9 description specifies 'open repair', whereas this code specifies a 'Percutaneous Approach', which is semantically different."
5301,0YQ63ZZ,4,"Matches 'repair' (root operation) and 'inguinal hernia' (body part). However, the ICD-9 description specifies 'open repair', whereas this code specifies a 'Percutaneous Approach', which is semantically different. Also, the ICD-9 code does not specify laterality (left/right), while this code specifies 'Left'."
5301,0YQ54ZZ,5,"Matches 'repair' (root operation) and 'inguinal hernia' (body part). However, the ICD-9 description specifies 'open repair', whereas this code specifies a 'Perc Endo Approach', which is semantically different."
5301,0YQ64ZZ,6,"Matches 'repair' (root operation) and 'inguinal hernia' (body part). However, the ICD-9 description specifies 'open repair', whereas this code specifies a 'Perc Endo Approach', which is semantically different. Also, the ICD-9 code does not specify laterality (left/right), while this code specifies 'Left'."
5302,0YQ50ZZ,1,"Matches 'Repair' (Root Operation) and 'Inguinal Region' (Body Part). 'Open Approach' matches the 'open repair' part of the description. The ICD-9 code doesn't specify laterality, but this code represents the right side, which is a plausible interpretation."
5302,0YQ60ZZ,2,"Matches 'Repair' (Root Operation) and 'Inguinal Region' (Body Part). 'Open Approach' matches the 'open repair' part of the description. The ICD-9 code doesn't specify laterality, but this code represents the left side, which is a plausible interpretation."
5302,0YQ53ZZ,3,"Matches 'Repair' (Root Operation) and 'Inguinal Region' (Body Part). 'Percutaneous Approach' is a minimally invasive approach, which could potentially be considered under 'open repair' in some contexts, although 'Open Approach' is a more direct match."
5302,0YQ63ZZ,4,"Matches 'Repair' (Root Operation) and 'Inguinal Region' (Body Part). 'Percutaneous Approach' is a minimally invasive approach, which could potentially be considered under 'open repair' in some contexts, although 'Open Approach' is a more direct match."
5302,0YQ54ZZ,5,"Matches 'Repair' (Root Operation) and 'Inguinal Region' (Body Part). 'Perc Endo Approach' is a minimally invasive approach, which could potentially be considered under 'open repair' in some contexts, although 'Open Approach' is a more direct match."
5302,0YQ64ZZ,6,"Matches 'Repair' (Root Operation) and 'Inguinal Region' (Body Part). 'Perc Endo Approach' is a minimally invasive approach, which could potentially be considered under 'open repair' in some contexts, although 'Open Approach' is a more direct match."
5303,0YU507Z,1,"Matches 'repair' via 'Supplement' root operation, 'inguinal hernia' via 'Inguinal Region' body part, 'open' via 'Open Approach', and 'graft or prosthesis' via 'Autol Sub' device qualifier. The 'R' side matches the unspecified side in ICD-9."
5303,0YU50JZ,2,"Matches 'repair' via 'Supplement' root operation, 'inguinal hernia' via 'Inguinal Region' body part, 'open' via 'Open Approach', and 'graft or prosthesis' via 'Synth Sub' device qualifier. The 'R' side matches the unspecified side in ICD-9."
