icd9_code,icd10_code,rank,reason
6631,0UL70ZZ,1,"This code describes the occlusion of bilateral fallopian tubes using an open approach, which aligns with the ligation aspect of the procedure."
6631,0UL73ZZ,2,"This code describes the occlusion of bilateral fallopian tubes using a percutaneous approach, which is a valid method for ligation and crushing."
6631,0UL77ZZ,3,"This code describes the occlusion of bilateral fallopian tubes via an opening, which is less specific than the other approaches but still related to the procedure."
6632,0UL70ZZ,1,"The procedure involves occlusion of the fallopian tubes through an open approach, matching the bilateral ligation and division concept."
6632,0UL73ZZ,2,"This code represents occlusion of bilateral fallopian tubes via a percutaneous approach, which is also relevant to ligation/division but less invasive than open approach."
6632,0UL77ZZ,3,"This code indicates occlusion of bilateral fallopian tubes via an opening, which may not specifically align with the traditional notion of ligation and division, hence ranked lower."
6639,0U570ZZ,1,"Destruction of Bilateral Fallopian Tubes, Open Approach is directly aligned with the ICD-9 description as it specifies destruction."
6639,0U573ZZ,2,"Destruction of Bilateral Fallopian Tubes, Perc Approach also involves destruction but via a percutaneous approach."
6639,0U577ZZ,3,"Destruction of Bilateral Fallopian Tubes, Via Opening indicates destruction but through an opening, making it relevant."
6639,0UL70ZZ,4,"Occlusion of Bilateral Fallopian Tubes, Open Approach focuses on occlusion, which is a relevant procedure but not directly destruction."
6639,0UL70CZ,5,"Occlusion Bi Fallopian Tube w Extralum Dev, Open involves occlusion with an external device, somewhat relevant but less so than simple occlusion."
6639,0UL70DZ,6,"Occlusion Bi Fallopian Tube w Intralum Dev, Open is similar to the previous but involves an internal device, making it slightly less relevant."
6639,0UL73ZZ,7,"Occlusion of Bilateral Fallopian Tubes, Perc Approach is relevant but involves a percutaneous approach, which is a different method."
6639,0UL73CZ,8,"Occlusion Bi Fallopian Tube w Extralum Dev, Perc involves a percutaneous approach with an external device, less relevant."
6639,0UL73DZ,9,"Occlusion Bi Fallopian Tube w Intralum Dev, Perc also less relevant due to the method and device type."
6639,0UL77ZZ,10,"Occlusion of Bilateral Fallopian Tubes, Via Opening relates to occlusion but less directly to the ICD-9 description."
6639,0UL77DZ,11,"Occlusion Bi Fallopian Tube w Intralum Dev, Via Opening is the least relevant as it specifies an internal device, making it a poor match."
664,0UT50ZZ,1,Direct match for unilateral salpingectomy with right fallopian tube resection via open approach.
664,0UT54ZZ,2,Direct match for unilateral salpingectomy with right fallopian tube resection via percutaneous endoscopic approach.
664,0UT57ZZ,3,Resection of right fallopian tube via opening is a good match for unilateral salpingectomy.
664,0UT58ZZ,4,Resection of right fallopian tube via endoscopic approach is relevant for unilateral salpingectomy.
664,0UT5FZZ,5,Resection of right fallopian tube via opening with percutaneous endoscopic approach is relevant for unilateral salpingectomy.
664,0UT60ZZ,6,"Resection of left fallopian tube, open approach is semantically similar but for the opposite side."
664,0UT64ZZ,7,"Resection of left fallopian tube, percutaneous endoscopic approach is semantically similar but for the opposite side."
664,0UT67ZZ,8,Resection of left fallopian tube via opening is semantically similar but for the opposite side.
664,0UT68ZZ,9,Resection of left fallopian tube via endoscopic approach is semantically similar but for the opposite side.
664,0UT6FZZ,10,Resection of left fallopian tube via opening with percutaneous endoscopic approach is semantically similar but for the opposite side.
6651,0UT70ZZ,1,Open approach matches the procedure description of removal.
6651,0UT74ZZ,2,Percutaneous endoscopic approach is a valid method for resection.
6651,0UT77ZZ,3,Via opening suggests an approach but lacks specificity.
6651,0UT78ZZ,4,"Endoscopic approach is acceptable, but less specific than open."
6651,0UT7FZZ,5,Combines approaches but lacks clarity on the primary method.
6652,0UT50ZZ,1,"Directly corresponds to the procedure of removing a fallopian tube, specifying it is the right one with an open approach."
6652,0UT54ZZ,2,Corresponds to the removal of a right fallopian tube using a percutaneous endoscopic approach.
6652,0UT57ZZ,3,"Indicates resection of the right fallopian tube via an opening, relevant to the procedure."
6652,0UT58ZZ,4,"Indicates resection of the right fallopian tube endoscopically, relevant to the procedure."
6652,0UT5FZZ,5,"Describes resection of the right fallopian tube via opening with percutaneous endoscopy, relevant to the procedure."
6652,0UT60ZZ,6,"Directly corresponds to the procedure of removing a fallopian tube, specifying it is the left one with an open approach."
6652,0UT64ZZ,7,Corresponds to the removal of a left fallopian tube using a percutaneous endoscopic approach.
6652,0UT67ZZ,8,"Indicates resection of the left fallopian tube via an opening, relevant to the procedure."
6652,0UT68ZZ,9,"Indicates resection of the left fallopian tube endoscopically, relevant to the procedure."
6652,0UT6FZZ,10,"Describes resection of the left fallopian tube via opening with percutaneous endoscopy, relevant to the procedure."
6669,0UB50ZZ,1,"Excision of Right Fallopian Tube, Open Approach directly corresponds to a partial salpingectomy on the right side."
6669,0UB53ZZ,2,"Excision of Right Fallopian Tube, Percutaneous Approach is a valid approach for a partial salpingectomy on the right side."
6669,0UB54ZZ,3,"Excision of Right Fallopian Tube, Perc Endo Approach is appropriate for a partial salpingectomy via an endoscopic method on the right side."
6669,0UB57ZZ,4,"Excision of Right Fallopian Tube, Via Opening is a valid description for a partial salpingectomy on the right."
6669,0UB58ZZ,5,"Excision of Right Fallopian Tube, Endo indicates an endoscopic procedure on the right, suitable for partial salpingectomy."
6669,0UB60ZZ,6,"Excision of Left Fallopian Tube, Open Approach is a partial salpingectomy on the left side, which is also relevant."
6669,0UB63ZZ,7,"Excision of Left Fallopian Tube, Percutaneous Approach corresponds to a left-sided partial salpingectomy."
6669,0UB64ZZ,8,"Excision of Left Fallopian Tube, Perc Endo Approach is an endoscopic method for a left-side partial salpingectomy."
6669,0UB67ZZ,9,"Excision of Left Fallopian Tube, Via Opening describes a left-sided partial salpingectomy."
6669,0UB68ZZ,10,"Excision of Left Fallopian Tube, Endo is applicable to a left partial salpingectomy but is less relevant than right-sided codes."
6671,0UQ50ZZ,1,"Best match for simple suture of fallopian tube, using open approach on the right side."
6671,0UQ60ZZ,2,"Repair of left fallopian tube, open approach is a close alternative."
6671,0UQ70ZZ,3,"Repair of bilateral fallopian tubes, open approach is also relevant but more extensive."
6671,0UQ53ZZ,4,"Repair of right fallopian tube, percutaneous approach is a viable option but less invasive."
6671,0UQ63ZZ,5,"Repair of left fallopian tube, percutaneous approach is a viable option but less invasive."
6671,0UQ73ZZ,6,"Repair of bilateral fallopian tubes, percutaneous approach is relevant but less invasive."
6671,0UQ54ZZ,7,"Repair of right fallopian tube, percutaneous endoscopic approach is less invasive."
6671,0UQ64ZZ,8,"Repair of left fallopian tube, percutaneous endoscopic approach is less invasive."
6671,0UQ74ZZ,9,"Repair of bilateral fallopian tubes, percutaneous endoscopic approach is less invasive."
6671,0UQ57ZZ,10,"Repair of right fallopian tube, via opening is a less common method."
6671,0UQ67ZZ,11,"Repair of left fallopian tube, via opening is a less common method."
6671,0UQ77ZZ,12,"Repair of bilateral fallopian tubes, via opening is a less common method."
6671,0UQ58ZZ,13,"Repair of right fallopian tube, endoscopic approach is less invasive."
6671,0UQ68ZZ,14,"Repair of left fallopian tube, endoscopic approach is less invasive."
6671,0UQ78ZZ,15,"Repair of bilateral fallopian tubes, endoscopic approach is less invasive."
668,3E0P7SF,1,"Introduction of Other Gas into Fem Reprod, Via Opening directly corresponds to insufflation, which involves the introduction of gas."
668,3E0P77Z,2,"Introduce of Electrol/Water Bal into Fem Reprod, Via Opening is related but specifies a liquid substance rather than gas, making it less suitable."
668,3E0P7GC,3,"Introduce of Oth Therap Subst into Fem Reprod, Via Opening is somewhat related as it involves introducing a substance, but lacks specificity to gas."
668,3E0P8SF,4,"Introduction of Other Gas into Female Reproductive, Endo is related but specifies an endoscopic approach, which does not match the original procedure's approach."
668,3E0P8GC,5,"Introduction of Oth Therap Subst into Fem Reprod, Endo also specifies an endoscopic approach and is not directly related to the insufflation procedure."
668,3E0P87Z,6,"Introduction of Electrol/Water Bal into Fem Reprod, Endo is similar to other entries but focuses on liquid introduction with an endoscopic approach, making it the least relevant."
6691,0U973ZZ,1,"Drainage of Bilateral Fallopian Tubes, Percutaneous Approach is closest as it matches the aspiration of both tubes."
6691,0U9730Z,2,"Drainage of Bi Fallopian Tube with Drain Dev, Perc Approach is similar but includes a device, which is not specifically mentioned in the ICD-9 description."
6691,0U953ZZ,3,"Drainage of Right Fallopian Tube, Percutaneous Approach directly matches the procedural context for aspiration of the right tube."
6691,0U9530Z,4,"Drainage of R Fallopian Tube with Drain Dev, Perc Approach is similar to the above but includes a device which is not mentioned in ICD-9."
6691,0U963ZZ,5,"Drainage of Left Fallopian Tube, Percutaneous Approach matches the aspiration of the left tube."
6691,0U9630Z,6,"Drainage of L Fallopian Tube with Drain Dev, Perc Approach is similar to the above but includes a device which is not mentioned in ICD-9."
6691,0U967ZZ,7,"Drainage of Left Fallopian Tube, Via Opening matches the left tube aspiration context."
6691,0U968ZZ,8,"Drainage of Left Fallopian Tube, Endo matches the left tube aspiration but uses endoscopic approach."
6691,0U957ZZ,9,"Drainage of Right Fallopian Tube, Via Opening matches the aspiration of the right tube but uses an opening approach."
6691,0U958ZZ,10,"Drainage of Right Fallopian Tube, Endo matches the right tube aspiration but uses endoscopic approach."
6691,0U977ZZ,11,"Drainage of Bilateral Fallopian Tubes, Via Opening matches bilateral aspiration but uses an opening approach."
6691,0U978ZZ,12,"Drainage of Bilateral Fallopian Tubes, Endo matches bilateral aspiration but uses endoscopic approach."
6695,3E0P7SF,1,Directly corresponds to the insufflation of a therapeutic agent (gas) into the female reproductive system via an opening.
6695,3E0P7GC,2,"Introduces other therapeutic substances into the female reproductive system, which could include agents similar to those used in insufflation."
6695,3E0P73Z,3,"Introduction of anti-inflammatory substances into the female reproductive system, relevant but not a direct match to insufflation."
6695,3E0P76Z,4,"Introduction of nutritional substances into the female reproductive system, relevant but not specific to therapeutic insufflation."
6695,3E0P77Z,5,"Introduction of electrolytes/water balance into the female reproductive system, relevant but not a direct match."
6695,3E0P8SF,6,"Introduction of other gas into the female reproductive system, endoscopic approach. Similar to insufflation but not the same."
6695,3E0P8GC,7,"Introduction of other therapeutic substances into the female reproductive system, endoscopic approach. Related but not a direct match."
6695,3E0P83Z,8,"Introduction of anti-inflammatory substances into the female reproductive system, endo approach. Similar but not specific to insufflation."
6695,3E0P86Z,9,"Introduction of nutritional substances into the female reproductive system, endo approach. Relevant but not specific to insufflation."
6695,3E0P87Z,10,"Introduction of electrolytes/water balance into the female reproductive system, endo approach. Relevant but not a direct match."
6699,0UQ50ZZ,1,Repair of fallopian tube with open approach directly matches the general description of operations on fallopian tubes.
6699,0UQ60ZZ,2,Repair of left fallopian tube with open approach matches the general description of operations on fallopian tubes.
6699,0UQ70ZZ,3,Repair of bilateral fallopian tubes with open approach aligns with operations on fallopian tubes.
6699,0UQ53ZZ,4,Repair of right fallopian tube with percutaneous approach is a valid operation on fallopian tubes.
6699,0UQ63ZZ,5,Repair of left fallopian tube with percutaneous approach is a valid operation on fallopian tubes.
6699,0UQ73ZZ,6,Repair of bilateral fallopian tubes with percutaneous approach is a valid operation on fallopian tubes.
6699,0UQ54ZZ,7,Repair of right fallopian tube with percutaneous endoscopic approach is a valid operation on fallopian tubes.
6699,0UQ64ZZ,8,Repair of left fallopian tube with percutaneous endoscopic approach is a valid operation on fallopian tubes.
6699,0UQ74ZZ,9,Repair of bilateral fallopian tubes with percutaneous endoscopic approach is a valid operation on fallopian tubes.
6699,0UQ57ZZ,10,Repair of right fallopian tube via opening is a valid operation on fallopian tubes.
6699,0UQ67ZZ,11,Repair of left fallopian tube via opening is a valid operation on fallopian tubes.
6699,0UQ77ZZ,12,Repair of bilateral fallopian tubes via opening is a valid operation on fallopian tubes.
6699,0UQ58ZZ,13,Repair of right fallopian tube endoscopically is a valid operation on fallopian tubes.
6699,0UQ68ZZ,14,Repair of left fallopian tube endoscopically is a valid operation on fallopian tubes.
6699,0UQ78ZZ,15,Repair of bilateral fallopian tubes endoscopically is a valid operation on fallopian tubes.
670,0U7C0ZZ,1,Best match for dilation of the cervix without any devices and via open approach.
670,0U7C3ZZ,2,Dilation of cervix via percutaneous approach is a relevant match.
670,0U7C4ZZ,3,Dilation of cervix via percutaneous endoscopic approach is a relevant match.
670,0U7C7ZZ,4,Dilation of cervix via natural or artificial opening is semantically aligned.
670,0U7C0DZ,5,"Dilation of cervix with intraluminal device, open approach is relevant but involves a device."
670,0U7C3DZ,6,"Dilation of cervix with intraluminal device, percutaneous approach is relevant but involves a device."
670,0U7C4DZ,7,"Dilation of cervix with intraluminal device, percutaneous endoscopic approach is relevant but involves a device."
670,0U7C7DZ,8,"Dilation of cervix with intraluminal device, via opening is relevant but involves a device."
670,0U7C8ZZ,9,"Dilation of cervix, endoscopic approach is a relevant match but lacks specificity to the procedure."
670,0U7C8DZ,10,"Dilation of cervix with intraluminal device, endoscopic approach is relevant but involves a device."
6711,0UBC8ZX,1,"Excision of the cervix via an endoscopic approach aligns well with the procedure of an endocervical biopsy, which involves tissue removal."
6711,0UBC7ZX,2,"Excision of the cervix via a natural or artificial opening is also related to the biopsy procedure, but the approach is less specific than endoscopic."
6711,0U9C8ZX,3,"Drainage of the cervix endoscopically does not align with the purpose of a biopsy, which is to obtain tissue rather than to drain."
6711,0U9C7ZX,4,"Drainage of the cervix via natural or artificial opening is unrelated to the biopsy procedure, which focuses on obtaining tissue samples."
6712,0UBC0ZX,1,"Excision of Cervix, Open Approach, Diagnostic - matches root operation (Excision) and body part (Cervix) with appropriate approach."
6712,0UBC3ZX,2,"Excision of Cervix, Percutaneous Approach, Diagnostic - matches root operation (Excision) and body part (Cervix) with appropriate approach."
6712,0UBC4ZX,3,"Excision of Cervix, Percutaneous Endoscopic Approach, Diagn - matches root operation (Excision) and body part (Cervix) with appropriate approach."
6712,0U9C0ZX,4,"Drainage of Cervix, Open Approach, Diagnostic - matches body part (Cervix) but not the root operation, which is not applicable for biopsy."
6712,0U9C3ZX,5,"Drainage of Cervix, Percutaneous Approach, Diagnostic - matches body part (Cervix) but not the root operation, which is not applicable for biopsy."
6712,0U9C4ZX,6,"Drainage of Cervix, Percutaneous Endoscopic Approach, Diagn - matches body part (Cervix) but not the root operation, which is not applicable for biopsy."
672,0UBC4ZZ,1,"Percutaneous Endoscopic Approach is the most similar to conization, which typically involves a minimally invasive technique."
672,0UBC3ZZ,2,"Percutaneous Approach is a close match, but less specific than endoscopic."
672,0UBC0ZZ,3,Open Approach is a valid method for excision but is less aligned with the typical conization technique.
672,0UBC7ZZ,4,Via Natural or Artificial Opening is a method of excision that may apply but is less specific to the conization procedure.
672,0UBC8ZZ,5,"Excision of Cervix, Endo is too vague and does not specify the approach used, making it the least suitable match."
6732,0U5C4ZZ,1,"Destruction of Cervix via a Percutaneous Endoscopic Approach is the most specific and least invasive method, aligning well with cauterization."
6732,0U5C3ZZ,2,"Destruction of Cervix via a Percutaneous Approach is also valid, but it is less specific than the endoscopic method."
6732,0U5C7ZZ,3,"Destruction of Cervix via Natural or Artificial Opening is acceptable as it can encompass cauterization, but it lacks specificity regarding the method."
6732,0U5C0ZZ,4,Destruction of Cervix via Open Approach is less favorable as it implies a more invasive procedure compared to cauterization.
6732,0U5C8ZZ,5,"Destruction of Cervix, Endo is too vague and does not specify the approach used, making it less suitable for this procedure."
6739,0U5C0ZZ,1,Destruction of cervix matches the procedure of destruction of lesion or tissue.
6739,0U5C3ZZ,2,Destruction of cervix via percutaneous approach is a valid option for tissue destruction.
6739,0U5C4ZZ,3,Destruction of cervix via percutaneous endoscopic approach is applicable for destruction of tissue.
6739,0U5C7ZZ,4,Destruction of cervix via natural or artificial opening aligns with the destruction of tissue.
6739,0U5C8ZZ,5,"Destruction of cervix, endo, is relevant to the destruction of cervix tissue."
6739,0UBC0ZZ,6,Excision of cervix via open approach is a potential alternative to destruction.
6739,0UBC3ZZ,7,"Excision of cervix via percutaneous approach could be relevant, though less direct than destruction."
6739,0UBC4ZZ,8,Excision of cervix via percutaneous endoscopic approach is another alternative to destruction.
6739,0UBC7ZZ,9,Excision of cervix via natural or artificial opening could also be relevant but is less direct.
6739,0UBC8ZZ,10,"Excision of cervix, endo, is relevant but less aligned with the destruction aspect."
674,0UTC0ZZ,1,"Resection of cervix with open approach closely aligns with amputation of cervix, as both involve the removal of cervical tissue."
674,0UTC4ZZ,2,"Resection of cervix via percutaneous endoscopic approach is a less invasive method of removing cervical tissue, still relevant to amputation."
674,0UTC7ZZ,3,"Resection of cervix via natural or artificial opening involves removing cervical tissue, which can be analogous to amputation."
674,0UTC8ZZ,4,"Resection of cervix, Endo is less specific and doesn't clearly match the procedural intent of amputation of cervix."
6759,0UVC7ZZ,1,"Best match as it describes restriction of the cervix via a natural or artificial opening, aligning with the repair of the cervical os."
6759,0UVC7DZ,2,"Describes restriction of the cervix with an intraluminal device via an opening, which is relevant but less specific than the top rank."
6759,0UVC4DZ,3,Restriction of cervix with an intraluminal device via a percutaneous endoscopic approach is a valid option but less aligned with 'repair'.
6759,0UVC3DZ,4,Restriction of the cervix with an intraluminal device via a percutaneous approach is relevant but less fitting than previous options.
6759,0UVC8ZZ,5,Restriction of the cervix via an endoscopic approach is somewhat relevant but does not specify a device or method of repair.
6759,0UVC8DZ,6,Restriction of the cervix with an intraluminal device via an endoscopic approach is the least aligned with 'repair of internal cervical os'.
6761,0UQC7ZZ,1,Best match for suture of laceration of cervix with natural opening approach.
6761,0UQC8ZZ,2,Good match for repair of cervix with endoscopic approach via natural opening.
6761,0UQC0ZZ,3,"Repair of cervix using an open approach, less aligned with typical suture method."
6761,0UQC3ZZ,4,"Repair of cervix via percutaneous approach, less common for laceration suture."
6761,0UQC4ZZ,5,"Repair of cervix via percutaneous endoscopic approach, least aligned with suture method."
6769,0UQC0ZZ,1,Open approach is a valid method for repair of the cervix.
6769,0UQC7ZZ,2,Repair via natural or artificial opening is an acceptable method for cervix repair.
6769,0UQC8ZZ,3,Endoscopic approach via natural or artificial opening is a valid method for cervix repair.
6769,0UQC3ZZ,4,Percutaneous approach is less commonly used for cervix repair but still applicable.
6769,0UQC4ZZ,5,Percutaneous endoscopic approach is a specialized method but less directly related to standard cervix repair.
6813,0U990ZX,1,"Drainage of Uterus, Open Approach, Diagnostic is the closest match to an open biopsy, as it involves an open approach to the uterus for diagnostic purposes."
6813,0UB90ZX,2,"Excision of Uterus, Open Approach, Diagnostic is less appropriate because an excision implies removing tissue rather than obtaining a sample for biopsy."
6815,0UB44ZX,1,"This code represents excision of the uterine support structure via a percutaneous endoscopic approach, which aligns with the concept of a biopsy."
6815,0UB48ZX,2,"This code indicates excision of the uterine supporting structure via an endoscopic approach, which is related to biopsy procedures."
6815,0UB43ZX,3,"This code represents excision of the uterine support structure via a percutaneous approach, which is relevant to the biopsy process."
6815,0U943ZX,4,"This code indicates drainage of the uterine support structure via a percutaneous approach, which may be related but not a direct match for biopsy."
6815,0U944ZX,5,"This code refers to drainage of the uterine support structure via an endoscopic approach, which is somewhat related but not a direct match for biopsy."
6815,0U948ZX,6,"This code represents drainage of the uterine supporting structure via an endoscopic approach, which is less relevant to a biopsy."
6815,0UB47ZX,7,"This code indicates excision of the uterine supporting structure via an opening, which is not closely related to a closed biopsy."
6816,0U993ZX,1,"Drainage of Uterus, Percutaneous Approach, Diagnostic - closely aligns with the biopsy intent for diagnostic purposes."
6816,0U994ZX,2,"Drainage of Uterus, Percutaneous Endoscopic Approach, Diagn - also serves a diagnostic purpose but uses an endoscopic approach."
6816,0U997ZX,3,"Drainage of Uterus, Via Natural or Artificial Opening, Diagn - relevant for diagnostic procedures but less direct than percutaneous approaches."
6816,0U998ZX,4,"Drainage of Uterus, Endo, Diagn - diagnostic in nature but more general; does not specify approach."
6816,0UB93ZX,5,"Excision of Uterus, Percutaneous Approach, Diagnostic - this indicates an excision rather than a biopsy, which is a different procedure."
6816,0UB94ZX,6,"Excision of Uterus, Percutaneous Endoscopic Approach, Diagn - similar to above, excision is not equivalent to biopsy."
6816,0UB97ZX,7,"Excision of Uterus, Via Natural or Artificial Opening, Diagn - again, excision does not match the biopsy intent."
6816,0UB98ZX,8,"Excision of Uterus, Endo, Diagn - excision procedure; not applicable to a biopsy."
6823,0U5B0ZZ,1,"Destruction of Endometrium, Open Approach directly corresponds to endometrial ablation, utilizing an open method."
6823,0U5B3ZZ,2,"Destruction of Endometrium, Percutaneous Approach is a valid alternative approach for endometrial ablation."
6823,0U5B4ZZ,3,"Destruction of Endometrium, Percutaneous Endoscopic Approach is a suitable method for endometrial ablation, aligning with common procedural techniques."
6823,0U5B7ZZ,4,"Destruction of Endometrium, Via Opening can be interpreted as an approach to endometrial ablation, though it's less specific."
6823,0U5B8ZZ,5,"Destruction of Endometrium, Endo suggests endoscopic destruction of the endometrium, which is related to endometrial ablation."
6823,0UDB7ZZ,6,"Extraction of Endometrium, Via Natural or Artificial Opening does not align with the ablation procedure but involves the endometrium."
6823,0UDB8ZZ,7,"Extraction of Endometrium, Endo is not relevant to ablation as it implies removal rather than destruction."
6824,04LE0DT,1,Directly matches the procedure of uterine artery embolization with coils on the right side using an open approach.
6824,04LE3DT,2,Matches the procedure of uterine artery embolization on the right side using a percutaneous approach.
6824,04LE4DT,3,Matches the procedure of uterine artery embolization on the right side using a percutaneous endoscopic approach.
6824,04LF0DU,4,Matches the procedure of uterine artery embolization with coils on the left side using an open approach.
6824,04LF3DU,5,Matches the procedure of uterine artery embolization on the left side using a percutaneous approach.
6824,04LF4DU,6,Matches the procedure of uterine artery embolization on the left side using a percutaneous endoscopic approach.
6825,04LE0ZT,1,Matches the procedure description (UAE) for the right uterine artery without extra-luminal device.
6825,04LE3ZT,2,Percutaneous approach for occlusion of right uterine artery matches UAE procedure.
6825,04LE0CT,3,Open approach with extraluminal device; still relates to UAE but involves a device.
6825,04LE3CT,4,Percutaneous approach with extraluminal device; relates to UAE but uses a device.
6825,04LE4ZT,5,Percutaneous endoscopic approach; matches UAE but is less relevant due to endoscopic method.
6825,04LE4CT,6,Percutaneous endoscopic approach with extraluminal device; not as direct a match as others.
6825,04LF0ZU,7,Similar procedure but for the left uterine artery; less relevant.
6825,04LF0CU,8,Open approach with extraluminal device for left uterine artery; less relevant.
6825,04LF3ZU,9,Percutaneous approach for left uterine artery; less relevant.
6825,04LF3CU,10,Percutaneous approach with extraluminal device for left uterine artery; less relevant.
6825,04LF4ZU,11,Percutaneous endoscopic approach for left uterine artery; not a match.
6825,04LF4CU,12,Percutaneous endoscopic approach with extraluminal device for left uterine artery; not a match.
6829,0U590ZZ,1,"Destruction of Uterus, Open Approach matches the procedure of destruction of a lesion."
6829,0U593ZZ,2,"Destruction of Uterus, Percutaneous Approach matches the procedure of destruction of a lesion."
6829,0U594ZZ,3,"Destruction of Uterus, Percutaneous Endoscopic Approach matches the procedure of destruction of a lesion."
6829,0U597ZZ,4,"Destruction of Uterus, Via Natural or Artificial Opening matches the procedure of destruction of a lesion."
6829,0U598ZZ,5,"Destruction of Uterus, Endo matches the procedure of destruction of a lesion."
6829,0UB90ZZ,6,"Excision of Uterus, Open Approach is a different root operation (excision) than destruction."
6829,0UB93ZZ,7,"Excision of Uterus, Percutaneous Approach is a different root operation (excision) than destruction."
6829,0UB94ZZ,8,"Excision of Uterus, Percutaneous Endoscopic Approach is a different root operation (excision) than destruction."
6829,0UB97ZZ,9,"Excision of Uterus, Via Natural or Artificial Opening is a different root operation (excision) than destruction."
6829,0UB98ZZ,10,"Excision of Uterus, Endo is a different root operation (excision) than destruction."
6901,10A08ZZ,1,"This code specifically describes an abortion procedure performed endoscopically, which aligns closely with the dilation and curettage for termination of pregnancy."
6901,10A07ZZ,2,"This code describes an abortion procedure via an opening, but does not specify the method as endoscopic, making it less precise than 10A08ZZ."
6902,10D18ZZ,1,"Extraction of Products of Conception, Retained, Endo aligns with the procedure of dilation and curettage as it involves an endoscopic approach to remove retained products post-delivery or abortion."
6902,10D17ZZ,2,"Extraction of Products of Conception, Retained, Via Opening is relevant but less specific to the endoscopic approach implied in the dilation and curettage process."
6909,0UDB8ZX,1,"Best match for dilation and curettage as it specifies endometrial extraction via endoscopic approach, aligning with the procedure description."
6909,0UDB8ZZ,2,"Also matches the endometrial extraction but does not specify the diagnostic aspect, making it slightly less precise."
6909,0UDB7ZX,3,"Involves extraction via an opening, but the diagnostic aspect and specific approach does not align as closely with the dilation and curettage."
6909,0UDB7ZZ,4,"While it involves extraction via a natural or artificial opening, it lacks specificity regarding the endoscopic approach and diagnostic purpose, making it the least relevant."
6919,0UB40ZZ,1,"Excision of Uterine Supporting Structure, Open Approach matches 'excision' and 'open' approach."
6919,0UB43ZZ,2,"Excision of Uterine Supporting Structure, Perc Approach matches 'excision' and 'percutaneous' approach."
6919,0UB44ZZ,3,"Excision of Uterine Supporting Structure, Perc Endo Approach matches 'excision' and 'percutaneous endoscopic' approach."
6919,0UB47ZZ,4,"Excision of Uterine Supporting Structure, Via Opening matches 'excision' but is less specific about the approach."
6919,0UB48ZZ,5,"Excision of Uterine Supporting Structure, Endo matches 'excision' but is endoscopic, making it less preferred."
6919,0U540ZZ,6,"Destruction of Uterine Supporting Structure, Open Approach matches 'destruction' but is not an excision."
6919,0U543ZZ,7,"Destruction of Uterine Supporting Structure, Perc Approach matches 'destruction' but is not an excision."
6919,0U544ZZ,8,"Destruction of Uterine Support Struct, Perc Endo Approach matches 'destruction' but is not an excision."
6919,0U548ZZ,9,"Destruction of Uterine Supporting Structure, Endo matches 'destruction' but is not an excision."
6922,0US90ZZ,1,Open approach aligns with the concept of surgical intervention for uterine suspension.
6922,0US94ZZ,2,Percutaneous endoscopic approach is a valid minimally invasive method for repositioning the uterus.
6922,0US97ZZ,3,Via natural or artificial opening is a plausible approach for repositioning the uterus.
6922,0US98ZZ,4,Endoscopic approach is related but less specific than the other approaches listed.
6929,0UQ40ZZ,1,Directly matches 'Repair Uterine Supporting Structure' with an Open Approach.
6929,0UQ48ZZ,2,Matches 'Repair Uterine Supporting Structure' with an Endoscopic approach.
6929,0UQ43ZZ,3,Matches 'Repair Uterine Supporting Structure' with a Percutaneous approach.
6929,0UQ44ZZ,4,Matches 'Repair Uterine Supporting Structure' with a Percutaneous Endoscopic approach.
6929,0UN48ZZ,5,"Involves 'Release' rather than 'Repair', thus not a perfect match."
6929,0US48ZZ,6,"Involves 'Reposition' rather than 'Repair', thus not a match."
6941,0UQ90ZZ,1,Repair of the uterus using an open approach is the most direct match to suture of a laceration.
6941,0UQ97ZZ,2,Repair of the uterus via natural or artificial opening is a valid alternative approach for suturing.
6941,0UQ93ZZ,3,Repair of the uterus using a percutaneous approach is acceptable but less common than open or natural opening.
6941,0UQ94ZZ,4,Repair of the uterus using a percutaneous endoscopic approach is relevant but more specific than typical suturing.
6941,0UQ98ZZ,5,Repair of the uterus via natural or artificial opening endoscopic is the least relevant for typical laceration suturing.
6949,0UQ90ZZ,1,Direct match for repair of the uterus using an open approach.
6949,0UQ93ZZ,2,Repair of the uterus using a percutaneous approach is a valid method of repair.
6949,0UQ94ZZ,3,Repair of the uterus via a percutaneous endoscopic approach is also a valid method.
6949,0UQ97ZZ,4,Repair of the uterus via natural or artificial opening is a valid approach for repair.
6949,0UQ98ZZ,5,Repair of the uterus via natural or artificial opening endoscopic approach is a valid method.
6949,0U790DZ,6,"Dilation of the uterus is not a repair procedure, thus not a good match."
6949,0USC8ZZ,7,"Repositioning of the cervix is not related to the repair of the uterus, thus not a good match."
6951,10A08ZZ,1,"This code specifies an abortion procedure performed endoscopically, which aligns closely with the aspiration curettage method used for termination of pregnancy."
6951,10A07ZZ,2,"This code indicates an abortion via opening, but it does not specify the endoscopic approach, making it less specific than 10A08ZZ."
6952,10D17ZZ,1,Extraction of retained products of conception via opening aligns with aspiration curettage following delivery or abortion.
6952,10D18ZZ,2,"Extraction of retained products of conception endoscopically is related but less directly aligned with aspiration curettage, which typically involves a more open approach."
6959,0UDB8ZZ,1,"Directly corresponds to the extraction of the endometrium, which aligns with aspiration curettage of the uterus."
